year,layer,component,name,bus,carrier,p_nom
2030,existing,Generator,horizon_GasCT_proposed,South,Gas:CT,370.0
2030,existing,Generator,pueblo_airport_generating_station__GT1,South,Gas:CT,90.0
2030,existing,Generator,pueblo_airport_generating_station__GT2,South,Gas:CT,90.0
2030,existing,Generator,South_PSCO_GasIC_small,South,Gas:IC,18.0
2030,existing,Generator,South_WACM_GasIC_small,South,Gas:IC,9.2
2030,existing,Generator,South_WACM_GasST_small,South,Gas:ST,54.0
2030,existing,Generator,Denver_Hydro_agg,Denver,Hydro,25.5
2030,existing,Generator,Denver_Solar:PV_agg,Denver,Solar:PV,324.3
2030,existing,Generator,East_Solar:PV_agg,East,Solar:PV,101.5
2030,existing,Generator,East_Wind_pt1_agg,East,Wind,319.0
2030,existing,Generator,East_Wind_pt2_agg,East,Wind,2036.9
2030,existing,Generator,East_Wind_pt3_agg,East,Wind,1676.6
2030,existing,Generator,Mountain_Hydro_agg,Mountain,Hydro,39.5
2030,existing,Generator,Mountain_Solar:PV_agg,Mountain,Solar:PV,7.0
2030,existing,Generator,North_Hydro_agg,North,Hydro,192.90000000000003
2030,existing,Generator,North_Solar:PV_agg,North,Solar:PV,317.40000000000003
2030,existing,Generator,North_Wind_pt1_agg,North,Wind,865.5
2030,existing,Generator,South_Hydro_agg,South,Hydro,47.1
2030,existing,Generator,South_Solar:PV_agg,South,Solar:PV,2467.86
2030,existing,Generator,South_Wind_pt1_agg,South,Wind,409.0
2030,existing,Generator,West_Hydro_agg,West,Hydro,382.59999999999997
2030,existing,Generator,West_Solar:PV_agg,West,Solar:PV,1441.6
2030,existing,Generator,cherokee__7_cc,Denver,Gas:CC,576.0
2030,existing,Generator,fort_st_vrain__1_cc,North,Gas:CC,499.2258064516129
2030,existing,Generator,rocky_mountain_energy_center__STG1_cc,North,Gas:CC,592.0
2030,existing,Generator,front_range_power_plant__3_cc,South,Gas:CC,460.0
2030,new_build,Generator,Candidate_Wind_East_pt1,East,Wind,1396.1517016244
2030,new_build,Generator,Candidate_Wind_North_pt1,North,Wind,1642.1628017545786
2030,new_build,Generator,Candidate_Gas:CT_East,East,Gas:CT,1127.5189092895466
2030,new_build,Generator,Candidate_Gas:CC_North,North,Gas:CC,433.31986382825806
2030,new_build,Generator,Candidate_Gas:CC_South,South,Gas:CC,1870.6429444888945
2030,existing,StorageUnit,Denver_Hydro:Pumped_agg,Denver,Hydro:Pumped,340.0
2030,existing,StorageUnit,Denver_Storage:Battery_agg,Denver,Storage:Battery,61.1
2030,existing,StorageUnit,Mountain_Hydro:Pumped_agg,Mountain,Hydro:Pumped,230.0
2030,existing,StorageUnit,North_Hydro:Pumped_agg,North,Hydro:Pumped,8.5
2030,existing,StorageUnit,North_Storage:Battery_agg,North,Storage:Battery,56.0
2030,existing,StorageUnit,South_Storage:Battery_agg,South,Storage:Battery,229.2
2030,existing,StorageUnit,West_Storage:Battery_agg,West,Storage:Battery,856.0
2035,existing,Generator,canyon_peak_power_station_GasCT_proposed,Denver,Gas:CT,133.2
2035,existing,Generator,Denver_PSCO_GasIC_small,Denver,Gas:IC,226.32
2035,existing,Generator,fort_st_vrain__5,North,Gas:CT,140.0
2035,existing,Generator,fort_st_vrain__6,North,Gas:CT,140.0
2035,existing,Generator,rawhide_GasCT_proposed,North,Gas:CT,223.0
2035,existing,Generator,rawhide__F,North,Gas:CT,128.0
2035,existing,Generator,spindle_hill_energy_center__GEN1,North,Gas:CT,135.0
2035,existing,Generator,spindle_hill_energy_center__GEN2,North,Gas:CT,135.0
2035,existing,Generator,South_PSCO_GasCC_small,South,Gas:CC,188.0
2035,existing,Generator,South_WACM_GasCT_small,South,Gas:CT,210.0
2035,existing,Generator,horizon_GasCT_proposed,South,Gas:CT,370.0
2035,existing,Generator,pueblo_airport_generating_station__GT1,South,Gas:CT,90.0
2035,existing,Generator,pueblo_airport_generating_station__GT2,South,Gas:CT,90.0
2035,existing,Generator,Denver_Hydro_agg,Denver,Hydro,25.5
2035,existing,Generator,Denver_Solar:PV_agg,Denver,Solar:PV,324.3
2035,existing,Generator,East_Solar:PV_agg,East,Solar:PV,101.5
2035,existing,Generator,East_Wind_pt1_agg,East,Wind,319.0
2035,existing,Generator,East_Wind_pt2_agg,East,Wind,2036.9
2035,existing,Generator,East_Wind_pt3_agg,East,Wind,1676.6
2035,existing,Generator,Mountain_Hydro_agg,Mountain,Hydro,39.5
2035,existing,Generator,Mountain_Solar:PV_agg,Mountain,Solar:PV,7.0
2035,existing,Generator,North_Hydro_agg,North,Hydro,192.90000000000003
2035,existing,Generator,North_Solar:PV_agg,North,Solar:PV,317.40000000000003
2035,existing,Generator,North_Wind_pt1_agg,North,Wind,865.5
2035,existing,Generator,South_Hydro_agg,South,Hydro,47.1
2035,existing,Generator,South_Solar:PV_agg,South,Solar:PV,2467.86
2035,existing,Generator,South_Wind_pt1_agg,South,Wind,409.0
2035,existing,Generator,West_Hydro_agg,West,Hydro,382.59999999999997
2035,existing,Generator,West_Solar:PV_agg,West,Solar:PV,1441.6
2035,existing,Generator,cherokee__7_cc,Denver,Gas:CC,576.0
2035,vintage,Generator,Built_Wind_East_pt1_2030,East,Wind,1396.1517016244
2035,vintage,Generator,Built_Wind_North_pt1_2030,North,Wind,1642.1628017545786
2035,vintage,Generator,Built_Gas:CT_East_2030,East,Gas:CT,1127.5189092895466
2035,vintage,Generator,Built_Gas:CC_North_2030,North,Gas:CC,433.31986382825806
2035,vintage,Generator,Built_Gas:CC_South_2030,South,Gas:CC,1870.6429444888945
2035,new_build,Generator,Candidate_Wind_East_pt1,East,Wind,497.56797568568
2035,new_build,Generator,Candidate_Wind_North_pt1,North,Wind,139.7038264841394
2035,new_build,Generator,Candidate_Gas:CT_Denver,Denver,Gas:CT,3617.751744212569
2035,new_build,Generator,Candidate_Gas:CT_West,West,Gas:CT,489.7537855832696
2035,new_build,Generator,Candidate_Gas:CC_North,North,Gas:CC,663.4544254958784
2035,new_build,Generator,Candidate_Gas:CC_South,South,Gas:CC,1415.7325484720168
2035,existing,StorageUnit,Denver_Hydro:Pumped_agg,Denver,Hydro:Pumped,340.0
2035,existing,StorageUnit,Denver_Storage:Battery_agg,Denver,Storage:Battery,61.1
2035,existing,StorageUnit,Mountain_Hydro:Pumped_agg,Mountain,Hydro:Pumped,230.0
2035,existing,StorageUnit,North_Hydro:Pumped_agg,North,Hydro:Pumped,8.5
2035,existing,StorageUnit,North_Storage:Battery_agg,North,Storage:Battery,56.0
2035,existing,StorageUnit,South_Storage:Battery_agg,South,Storage:Battery,225.0
2035,existing,StorageUnit,West_Storage:Battery_agg,West,Storage:Battery,856.0
2040,existing,Generator,canyon_peak_power_station_GasCT_proposed,Denver,Gas:CT,133.2
2040,existing,Generator,rawhide_GasCT_proposed,North,Gas:CT,223.0
2040,existing,Generator,South_PSCO_GasCC_small,South,Gas:CC,188.0
2040,existing,Generator,South_WACM_GasCT_small,South,Gas:CT,210.0
2040,existing,Generator,horizon_GasCT_proposed,South,Gas:CT,370.0
2040,existing,Generator,pueblo_airport_generating_station__GT1,South,Gas:CT,90.0
2040,existing,Generator,pueblo_airport_generating_station__GT2,South,Gas:CT,90.0
2040,existing,Generator,Denver_Hydro_agg,Denver,Hydro,25.5
2040,existing,Generator,Denver_Solar:PV_agg,Denver,Solar:PV,324.3
2040,existing,Generator,East_Solar:PV_agg,East,Solar:PV,101.5
2040,existing,Generator,East_Wind_pt1_agg,East,Wind,75.0
2040,existing,Generator,East_Wind_pt2_agg,East,Wind,2036.9
2040,existing,Generator,East_Wind_pt3_agg,East,Wind,1676.6
2040,existing,Generator,Mountain_Hydro_agg,Mountain,Hydro,39.5
2040,existing,Generator,Mountain_Solar:PV_agg,Mountain,Solar:PV,7.0
2040,existing,Generator,North_Hydro_agg,North,Hydro,192.90000000000003
2040,existing,Generator,North_Solar:PV_agg,North,Solar:PV,317.40000000000003
2040,existing,Generator,North_Wind_pt1_agg,North,Wind,865.5
2040,existing,Generator,South_Hydro_agg,South,Hydro,47.1
2040,existing,Generator,South_Solar:PV_agg,South,Solar:PV,2467.86
2040,existing,Generator,South_Wind_pt1_agg,South,Wind,409.0
2040,existing,Generator,West_Hydro_agg,West,Hydro,362.7
2040,existing,Generator,West_Solar:PV_agg,West,Solar:PV,1441.6
2040,existing,Generator,cherokee__7_cc,Denver,Gas:CC,576.0
2040,vintage,Generator,Built_Wind_East_pt1_2030,East,Wind,1396.1517016244
2040,vintage,Generator,Built_Wind_North_pt1_2030,North,Wind,1642.1628017545786
2040,vintage,Generator,Built_Gas:CT_East_2030,East,Gas:CT,1127.5189092895466
2040,vintage,Generator,Built_Gas:CC_North_2030,North,Gas:CC,433.31986382825806
2040,vintage,Generator,Built_Gas:CC_South_2030,South,Gas:CC,1870.6429444888945
2040,vintage,Generator,Built_Wind_East_pt1_2035,East,Wind,497.56797568568
2040,vintage,Generator,Built_Wind_North_pt1_2035,North,Wind,139.7038264841394
2040,vintage,Generator,Built_Gas:CT_Denver_2035,Denver,Gas:CT,3617.751744212569
2040,vintage,Generator,Built_Gas:CT_West_2035,West,Gas:CT,489.7537855832696
2040,vintage,Generator,Built_Gas:CC_North_2035,North,Gas:CC,663.4544254958784
2040,vintage,Generator,Built_Gas:CC_South_2035,South,Gas:CC,1415.7325484720168
2040,new_build,Generator,Candidate_Wind_East_pt1,East,Wind,590.6358400227658
2040,new_build,Generator,Candidate_Wind_North_pt1,North,Wind,392.1881976282375
2040,new_build,Generator,Candidate_Gas:CT_Denver,Denver,Gas:CT,1506.830575161487
2040,new_build,Generator,Candidate_Gas:CT_West,West,Gas:CT,47.865799242777975
2040,new_build,Generator,Candidate_Gas:CC_Denver,Denver,Gas:CC,625.1188816860969
2040,existing,StorageUnit,Denver_Hydro:Pumped_agg,Denver,Hydro:Pumped,340.0
2040,existing,StorageUnit,Mountain_Hydro:Pumped_agg,Mountain,Hydro:Pumped,230.0
2040,existing,StorageUnit,North_Hydro:Pumped_agg,North,Hydro:Pumped,8.5
2040,existing,StorageUnit,West_Storage:Battery_agg,West,Storage:Battery,856.0
2040,new_build,StorageUnit,Candidate_Storage:Battery_East,East,Storage:Battery,588.2108576234383
2045,existing,Generator,canyon_peak_power_station_GasCT_proposed,Denver,Gas:CT,133.2
2045,existing,Generator,rawhide_GasCT_proposed,North,Gas:CT,223.0
2045,existing,Generator,South_WACM_GasCT_small,South,Gas:CT,210.0
2045,existing,Generator,horizon_GasCT_proposed,South,Gas:CT,370.0
2045,existing,Generator,Denver_Hydro_agg,Denver,Hydro,25.5
2045,existing,Generator,Denver_Solar:PV_agg,Denver,Solar:PV,324.3
2045,existing,Generator,East_Solar:PV_agg,East,Solar:PV,101.5
2045,existing,Generator,East_Wind_pt1_agg,East,Wind,75.0
2045,existing,Generator,East_Wind_pt2_agg,East,Wind,2036.9
2045,existing,Generator,East_Wind_pt3_agg,East,Wind,352.1
2045,existing,Generator,Mountain_Hydro_agg,Mountain,Hydro,39.5
2045,existing,Generator,Mountain_Solar:PV_agg,Mountain,Solar:PV,7.0
2045,existing,Generator,North_Hydro_agg,North,Hydro,192.90000000000003
2045,existing,Generator,North_Solar:PV_agg,North,Solar:PV,317.40000000000003
2045,existing,Generator,North_Wind_pt1_agg,North,Wind,145.0
2045,existing,Generator,South_Hydro_agg,South,Hydro,47.1
2045,existing,Generator,South_Solar:PV_agg,South,Solar:PV,2467.86
2045,existing,Generator,South_Wind_pt1_agg,South,Wind,399.2
2045,existing,Generator,West_Hydro_agg,West,Hydro,362.7
2045,existing,Generator,West_Solar:PV_agg,West,Solar:PV,1441.6
2045,existing,Generator,cherokee__7_cc,Denver,Gas:CC,576.0
2045,vintage,Generator,Built_Wind_East_pt1_2030,East,Wind,1396.1517016244
2045,vintage,Generator,Built_Wind_North_pt1_2030,North,Wind,1642.1628017545786
2045,vintage,Generator,Built_Gas:CT_East_2030,East,Gas:CT,1127.5189092895466
2045,vintage,Generator,Built_Gas:CC_North_2030,North,Gas:CC,433.31986382825806
2045,vintage,Generator,Built_Gas:CC_South_2030,South,Gas:CC,1870.6429444888945
2045,vintage,Generator,Built_Wind_East_pt1_2035,East,Wind,497.56797568568
2045,vintage,Generator,Built_Wind_North_pt1_2035,North,Wind,139.7038264841394
2045,vintage,Generator,Built_Gas:CT_Denver_2035,Denver,Gas:CT,3617.751744212569
2045,vintage,Generator,Built_Gas:CT_West_2035,West,Gas:CT,489.7537855832696
2045,vintage,Generator,Built_Gas:CC_North_2035,North,Gas:CC,663.4544254958784
2045,vintage,Generator,Built_Gas:CC_South_2035,South,Gas:CC,1415.7325484720168
2045,vintage,Generator,Built_Wind_East_pt1_2040,East,Wind,590.6358400227658
2045,vintage,Generator,Built_Wind_North_pt1_2040,North,Wind,392.1881976282375
2045,vintage,Generator,Built_Gas:CT_Denver_2040,Denver,Gas:CT,1506.830575161487
2045,vintage,Generator,Built_Gas:CT_West_2040,West,Gas:CT,47.865799242777975
2045,vintage,Generator,Built_Gas:CC_Denver_2040,Denver,Gas:CC,625.1188816860969
2045,new_build,Generator,Candidate_Solar:PV_South,South,Solar:PV,3695.2199575667446
2045,new_build,Generator,Candidate_Wind_East_pt1,East,Wind,1233.3901352274718
2045,new_build,Generator,Candidate_Wind_North_pt1,North,Wind,4120.935903416903
2045,new_build,Generator,Candidate_Gas:CT_North,North,Gas:CT,1042.9974585707557
2045,existing,StorageUnit,Denver_Hydro:Pumped_agg,Denver,Hydro:Pumped,340.0
2045,existing,StorageUnit,Mountain_Hydro:Pumped_agg,Mountain,Hydro:Pumped,230.0
2045,existing,StorageUnit,North_Hydro:Pumped_agg,North,Hydro:Pumped,8.5
2045,vintage,StorageUnit,Built_Storage:Battery_East_2040,East,Storage:Battery,588.2108576234383
2045,new_build,StorageUnit,Candidate_Storage:Battery_East,East,Storage:Battery,994.1512858692214
2045,new_build,StorageUnit,Candidate_Storage:Battery_Mountain,Mountain,Storage:Battery,435.075967602879
2045,new_build,StorageUnit,Candidate_Storage:Battery_North,North,Storage:Battery,1897.039063084555
2045,new_build,StorageUnit,Candidate_Storage:Battery_South,South,Storage:Battery,13.816556652149188
2050,existing,Generator,canyon_peak_power_station_GasCT_proposed,Denver,Gas:CT,133.2
2050,existing,Generator,rawhide_GasCT_proposed,North,Gas:CT,223.0
2050,existing,Generator,horizon_GasCT_proposed,South,Gas:CT,370.0
2050,existing,Generator,Denver_Hydro_agg,Denver,Hydro,25.5
2050,existing,Generator,Denver_Solar:PV_agg,Denver,Solar:PV,324.3
2050,existing,Generator,East_Solar:PV_agg,East,Solar:PV,89.4
2050,existing,Generator,East_Wind_pt2_agg,East,Wind,104.0
2050,existing,Generator,Mountain_Hydro_agg,Mountain,Hydro,10.0
2050,existing,Generator,Mountain_Solar:PV_agg,Mountain,Solar:PV,7.0
2050,existing,Generator,North_Hydro_agg,North,Hydro,192.90000000000003
2050,existing,Generator,North_Solar:PV_agg,North,Solar:PV,127.0
2050,existing,Generator,North_Wind_pt1_agg,North,Wind,145.0
2050,existing,Generator,South_Hydro_agg,South,Hydro,47.1
2050,existing,Generator,South_Solar:PV_agg,South,Solar:PV,2339.94
2050,existing,Generator,West_Hydro_agg,West,Hydro,362.7
2050,existing,Generator,West_Solar:PV_agg,West,Solar:PV,1441.6
2050,vintage,Generator,Built_Wind_East_pt1_2030,East,Wind,1396.1517016244
2050,vintage,Generator,Built_Wind_North_pt1_2030,North,Wind,1642.1628017545786
2050,vintage,Generator,Built_Gas:CT_East_2030,East,Gas:CT,1127.5189092895466
2050,vintage,Generator,Built_Gas:CC_North_2030,North,Gas:CC,433.31986382825806
2050,vintage,Generator,Built_Gas:CC_South_2030,South,Gas:CC,1870.6429444888945
2050,vintage,Generator,Built_Wind_East_pt1_2035,East,Wind,497.56797568568
2050,vintage,Generator,Built_Wind_North_pt1_2035,North,Wind,139.7038264841394
2050,vintage,Generator,Built_Gas:CT_Denver_2035,Denver,Gas:CT,3617.751744212569
2050,vintage,Generator,Built_Gas:CT_West_2035,West,Gas:CT,489.7537855832696
2050,vintage,Generator,Built_Gas:CC_North_2035,North,Gas:CC,663.4544254958784
2050,vintage,Generator,Built_Gas:CC_South_2035,South,Gas:CC,1415.7325484720168
2050,vintage,Generator,Built_Wind_East_pt1_2040,East,Wind,590.6358400227658
2050,vintage,Generator,Built_Wind_North_pt1_2040,North,Wind,392.1881976282375
2050,vintage,Generator,Built_Gas:CT_Denver_2040,Denver,Gas:CT,1506.830575161487
2050,vintage,Generator,Built_Gas:CT_West_2040,West,Gas:CT,47.865799242777975
2050,vintage,Generator,Built_Gas:CC_Denver_2040,Denver,Gas:CC,625.1188816860969
2050,vintage,Generator,Built_Solar:PV_South_2045,South,Solar:PV,3695.2199575667446
2050,vintage,Generator,Built_Wind_East_pt1_2045,East,Wind,1233.3901352274718
2050,vintage,Generator,Built_Wind_North_pt1_2045,North,Wind,4120.935903416903
2050,vintage,Generator,Built_Gas:CT_North_2045,North,Gas:CT,1042.9974585707557
2050,new_build,Generator,Candidate_Solar:PV_Mountain,Mountain,Solar:PV,3855.429660894459
2050,new_build,Generator,Candidate_Solar:PV_North,North,Solar:PV,10408.105296733525
2050,new_build,Generator,Candidate_Wind_East_pt1,East,Wind,589.785658273158
2050,new_build,Generator,Candidate_Nuclear:SMR_Denver,Denver,Nuclear:SMR,1213.72703967341
2050,new_build,Generator,Candidate_Nuclear:SMR_South,South,Nuclear:SMR,559.5588077433893
2050,existing,StorageUnit,Denver_Hydro:Pumped_agg,Denver,Hydro:Pumped,340.0
2050,existing,StorageUnit,Mountain_Hydro:Pumped_agg,Mountain,Hydro:Pumped,230.0
2050,existing,StorageUnit,North_Hydro:Pumped_agg,North,Hydro:Pumped,8.5
2050,vintage,StorageUnit,Built_Storage:Battery_East_2040,East,Storage:Battery,588.2108576234383
2050,vintage,StorageUnit,Built_Storage:Battery_East_2045,East,Storage:Battery,994.1512858692214
2050,vintage,StorageUnit,Built_Storage:Battery_Mountain_2045,Mountain,Storage:Battery,435.075967602879
2050,vintage,StorageUnit,Built_Storage:Battery_North_2045,North,Storage:Battery,1897.039063084555
2050,vintage,StorageUnit,Built_Storage:Battery_South_2045,South,Storage:Battery,13.816556652149188
2050,new_build,StorageUnit,Candidate_Storage:Battery_North,North,Storage:Battery,3432.0776304048745
2050,new_build,StorageUnit,Candidate_Storage:Battery_South,South,Storage:Battery,7566.096450121378
2050,new_build,StorageUnit,Candidate_Storage:Battery_West,West,Storage:Battery,810.3216220590115
